customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,internet_service,support_tickets,churn_status,churn_reason,tenure_group,monthly_revenue_loss,annual_revenue_loss,customer_lifetime_value
CUST-01413,Female,45-54,24,One year,Electronic check,57.68,1366.64,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1366.64
CUST-00335,Female,55-64,37,Two year,Bank transfer,83.38,3096.86,Fiber optic,1,Churned,Competitor offer,25-48 months,83.38,1000.56,3096.86
CUST-00098,Female,18-24,24,Month-to-month,Credit card,81.98,2001.05,DSL,2,Churned,Competitor offer,13-24 months,81.98,983.76,2001.05
CUST-01464,Male,65+,21,Month-to-month,Electronic check,80.12,1693.77,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1693.77
CUST-00738,Male,25-34,60,One year,Electronic check,80.4,4819.46,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,4819.46
CUST-00856,Female,25-34,17,Month-to-month,Bank transfer,56.66,929.42,Fiber optic,1,Churned,Competitor offer,13-24 months,56.66,679.92,929.42
CUST-00963,Female,45-54,2,Month-to-month,Credit card,18.99,91.47,,0,Stayed,Not churned,0-6 months,0.0,0.0,91.47
CUST-00103,Female,25-34,72,Two year,Mailed check,65.82,4798.56,Fiber optic,1,Churned,Moved location,49+ months,65.82,789.84,4798.56
CUST-00435,Female,45-54,13,One year,Bank transfer,43.11,567.85,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,567.85
CUST-00075,Male,25-34,23,One year,Electronic check,61.8,1352.66,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1352.66
CUST-01360,Male,25-34,1,Month-to-month,Bank transfer,18.99,23.81,,2,Churned,Price too high,0-6 months,18.99,227.88,23.81
CUST-01263,Female,45-54,38,Month-to-month,Mailed check,73.8,2851.57,DSL,2,Stayed,Not churned,25-48 months,0.0,0.0,2851.57
CUST-01379,Female,45-54,12,Month-to-month,Bank transfer,54.75,671.84,DSL,4,Churned,Poor customer support,7-12 months,54.75,657.0,671.84
CUST-00303,Male,35-44,15,One year,Mailed check,47.83,742.38,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,742.38
CUST-01313,Male,45-54,13,Month-to-month,Electronic check,68.83,916.03,Fiber optic,1,Churned,Competitor offer,13-24 months,68.83,825.96,916.03
CUST-01282,Male,55-64,11,One year,Bank transfer,79.8,910.93,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,910.93
CUST-01241,Male,35-44,20,One year,Electronic check,46.25,895.18,DSL,2,Churned,Competitor offer,13-24 months,46.25,555.0,895.18
CUST-00763,Female,55-64,11,Month-to-month,Bank transfer,57.84,599.86,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,599.86
CUST-00734,Male,55-64,16,Month-to-month,Bank transfer,62.66,1006.9,Fiber optic,0,Churned,Competitor offer,13-24 months,62.66,751.92,1006.9
CUST-00389,Male,45-54,6,Month-to-month,Credit card,54.37,316.8,Fiber optic,1,Stayed,Not churned,0-6 months,0.0,0.0,316.8
CUST-00236,Male,55-64,23,Month-to-month,Credit card,50.59,1188.15,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,1188.15
CUST-01264,Female,35-44,10,Month-to-month,Credit card,57.74,540.47,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,540.47
CUST-00268,Male,35-44,11,One year,Credit card,74.62,855.31,Fiber optic,2,Stayed,Not churned,7-12 months,0.0,0.0,855.31
CUST-00306,Male,45-54,38,Month-to-month,Bank transfer,77.52,2974.11,Fiber optic,2,Churned,Temporary need ended,25-48 months,77.52,930.24,2974.11
CUST-00808,Male,45-54,20,Month-to-month,Bank transfer,61.03,1223.96,Fiber optic,1,Churned,Price too high,13-24 months,61.03,732.36,1223.96
CUST-00118,Female,45-54,17,Month-to-month,Electronic check,19.52,371.26,,3,Stayed,Not churned,13-24 months,0.0,0.0,371.26
CUST-01229,Male,25-34,25,Month-to-month,Credit card,38.92,1015.91,,2,Churned,Competitor offer,25-48 months,38.92,467.04,1015.91
CUST-00674,Male,55-64,18,Month-to-month,Credit card,67.18,1179.61,Fiber optic,1,Churned,Competitor offer,13-24 months,67.18,806.16,1179.61
CUST-00250,Male,25-34,26,One year,Electronic check,66.79,1760.05,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1760.05
CUST-01107,Female,18-24,23,Two year,Electronic check,88.15,2023.85,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,2023.85
CUST-01092,Male,55-64,7,Month-to-month,Bank transfer,18.99,120.45,,0,Churned,Temporary need ended,7-12 months,18.99,227.88,120.45
CUST-00072,Female,25-34,29,One year,Electronic check,68.46,1952.93,Fiber optic,1,Churned,Competitor offer,25-48 months,68.46,821.52,1952.93
CUST-00095,Male,45-54,11,Month-to-month,Bank transfer,80.37,860.85,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,860.85
CUST-01036,Male,55-64,54,Two year,Credit card,27.58,1481.49,DSL,2,Stayed,Not churned,49+ months,0.0,0.0,1481.49
CUST-00034,Male,25-34,4,Month-to-month,Credit card,64.86,272.93,Fiber optic,1,Stayed,Not churned,0-6 months,0.0,0.0,272.93
CUST-01115,Male,25-34,32,One year,Bank transfer,54.77,1769.91,DSL,2,Stayed,Not churned,25-48 months,0.0,0.0,1769.91
CUST-00449,Female,25-34,17,One year,Electronic check,100.03,1715.18,Fiber optic,3,Stayed,Not churned,13-24 months,0.0,0.0,1715.18
CUST-00446,Male,35-44,25,One year,Mailed check,54.48,1373.95,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1373.95
CUST-00772,Male,35-44,44,Two year,Credit card,26.74,1160.21,,3,Stayed,Not churned,25-48 months,0.0,0.0,1160.21
CUST-00717,Male,55-64,25,Month-to-month,Bank transfer,90.98,2263.38,Fiber optic,3,Stayed,Not churned,25-48 months,0.0,0.0,2263.38
CUST-00907,Male,35-44,12,Month-to-month,Mailed check,68.13,814.03,Fiber optic,1,Churned,Temporary need ended,7-12 months,68.13,817.56,814.03
CUST-01243,Male,25-34,42,One year,Electronic check,50.94,2153.53,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,2153.53
CUST-01177,Male,35-44,14,One year,Bank transfer,18.99,290.3,,2,Stayed,Not churned,13-24 months,0.0,0.0,290.3
CUST-01047,Female,18-24,30,Month-to-month,Credit card,46.31,1374.14,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1374.14
CUST-00078,Female,45-54,18,Month-to-month,Credit card,43.87,783.65,DSL,2,Stayed,Not churned,13-24 months,0.0,0.0,783.65
CUST-00085,Female,65+,19,One year,Electronic check,69.54,1339.92,Fiber optic,0,Churned,Competitor offer,13-24 months,69.54,834.48,1339.92
CUST-01160,Female,45-54,42,One year,Electronic check,59.42,2536.1,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,2536.1
CUST-00083,Female,45-54,9,Month-to-month,Electronic check,84.56,710.86,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,710.86
CUST-00458,Female,35-44,38,One year,Electronic check,54.91,2086.58,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2086.58
CUST-00939,Female,35-44,3,Month-to-month,Credit card,36.62,83.65,DSL,3,Stayed,Not churned,0-6 months,0.0,0.0,83.65
CUST-00677,Female,25-34,17,Month-to-month,Electronic check,41.79,745.46,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,745.46
CUST-01005,Male,25-34,10,Month-to-month,Credit card,79.42,752.86,Fiber optic,2,Churned,Price too high,7-12 months,79.42,953.04,752.86
CUST-01090,Female,45-54,17,Month-to-month,Electronic check,47.83,822.56,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,822.56
CUST-00437,Female,25-34,44,Month-to-month,Mailed check,40.55,1806.63,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1806.63
CUST-00771,Female,25-34,24,One year,Credit card,64.55,1520.96,Fiber optic,0,Churned,Competitor offer,13-24 months,64.55,774.6,1520.96
CUST-00645,Female,35-44,41,One year,Bank transfer,75.04,3021.03,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,3021.03
CUST-00842,Male,18-24,10,Month-to-month,Mailed check,76.7,793.71,Fiber optic,1,Churned,Competitor offer,7-12 months,76.7,920.4,793.71
CUST-00926,Female,55-64,13,Month-to-month,Bank transfer,85.89,1094.38,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1094.38
CUST-01210,Male,25-34,16,Month-to-month,Mailed check,42.86,671.81,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,671.81
CUST-00405,Female,45-54,45,One year,Mailed check,63.28,2847.6,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2847.6
CUST-01323,Male,45-54,39,One year,Electronic check,38.08,1517.81,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1517.81
CUST-01214,Male,35-44,15,Month-to-month,Mailed check,52.79,776.53,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,776.53
CUST-01099,Male,25-34,10,Month-to-month,Electronic check,109.11,1048.87,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,1048.87
CUST-00105,Male,18-24,15,Month-to-month,Electronic check,80.95,1230.35,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,1230.35
CUST-00610,Male,65+,52,Two year,Mailed check,71.97,3736.78,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3736.78
CUST-01405,Male,35-44,30,Two year,Credit card,86.3,2590.11,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2590.11
CUST-00689,Male,45-54,48,Month-to-month,Mailed check,36.31,1708.98,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1708.98
CUST-00969,Male,35-44,20,One year,Electronic check,58.27,1105.08,DSL,3,Stayed,Not churned,13-24 months,0.0,0.0,1105.08
CUST-01332,Male,45-54,9,Month-to-month,Bank transfer,47.49,393.6,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,393.6
CUST-00063,Male,45-54,33,One year,Electronic check,47.44,1597.41,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1597.41
CUST-00282,Female,55-64,8,Month-to-month,Credit card,55.81,444.94,DSL,0,Churned,Temporary need ended,7-12 months,55.81,669.72,444.94
CUST-00779,Male,45-54,21,One year,Mailed check,23.66,534.28,,0,Stayed,Not churned,13-24 months,0.0,0.0,534.28
CUST-01387,Male,35-44,52,Two year,Bank transfer,83.15,4283.25,Fiber optic,2,Churned,Moved location,49+ months,83.15,997.8,4283.25
CUST-00239,Male,35-44,27,One year,Bank transfer,67.09,1812.65,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1812.65
CUST-00224,Female,25-34,13,Month-to-month,Bank transfer,74.18,1001.33,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1001.33
CUST-00146,Female,45-54,17,Month-to-month,Electronic check,78.88,1307.65,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1307.65
CUST-01418,Female,55-64,15,Month-to-month,Electronic check,88.19,1268.79,Fiber optic,6,Stayed,Not churned,13-24 months,0.0,0.0,1268.79
CUST-00374,Male,55-64,33,One year,Credit card,32.19,1078.62,,1,Stayed,Not churned,25-48 months,0.0,0.0,1078.62
CUST-01246,Male,45-54,32,Two year,Electronic check,74.11,2384.91,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2384.91
CUST-00119,Male,35-44,13,Month-to-month,Credit card,83.21,1081.67,Fiber optic,2,Churned,Price too high,13-24 months,83.21,998.52,1081.67
CUST-01142,Female,25-34,12,Month-to-month,Electronic check,62.37,811.08,Fiber optic,1,Churned,Competitor offer,7-12 months,62.37,748.44,811.08
CUST-00251,Female,35-44,2,Month-to-month,Bank transfer,86.63,176.67,Fiber optic,2,Churned,Temporary need ended,0-6 months,86.63,1039.56,176.67
CUST-01465,Male,55-64,27,One year,Bank transfer,71.7,1959.39,Fiber optic,3,Churned,Product dissatisfaction,25-48 months,71.7,860.4,1959.39
CUST-01226,Male,25-34,28,One year,Electronic check,36.81,983.09,,1,Stayed,Not churned,25-48 months,0.0,0.0,983.09
CUST-01097,Female,25-34,30,Month-to-month,Bank transfer,39.16,1184.15,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1184.15
CUST-00010,Male,45-54,34,Month-to-month,Mailed check,74.03,2580.34,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2580.34
CUST-00450,Female,35-44,32,Month-to-month,Electronic check,48.56,1561.58,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1561.58
CUST-01173,Male,45-54,45,Month-to-month,Electronic check,62.3,2801.9,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2801.9
CUST-00709,Female,25-34,14,Month-to-month,Electronic check,66.36,918.16,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,918.16
CUST-00256,Male,55-64,8,Month-to-month,Electronic check,63.31,490.45,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,490.45
CUST-00594,Female,35-44,21,One year,Credit card,37.84,822.8,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,822.8
CUST-00390,Male,65+,72,One year,Electronic check,55.12,3902.83,DSL,2,Stayed,Not churned,49+ months,0.0,0.0,3902.83
CUST-01043,Female,55-64,12,Month-to-month,Electronic check,57.69,765.6,DSL,1,Churned,Price too high,7-12 months,57.69,692.28,765.6
CUST-01218,Male,65+,7,Month-to-month,Credit card,42.09,309.22,DSL,2,Stayed,Not churned,7-12 months,0.0,0.0,309.22
CUST-00558,Female,35-44,10,Month-to-month,Credit card,78.77,827.72,Fiber optic,0,Churned,Price too high,7-12 months,78.77,945.24,827.72
CUST-01350,Female,35-44,32,One year,Bank transfer,18.99,613.3,,2,Stayed,Not churned,25-48 months,0.0,0.0,613.3
CUST-00859,Male,35-44,21,Month-to-month,Electronic check,34.85,791.49,,3,Stayed,Not churned,13-24 months,0.0,0.0,791.49
CUST-00461,Female,25-34,27,Month-to-month,Bank transfer,60.51,1637.36,Fiber optic,1,Churned,Temporary need ended,25-48 months,60.51,726.12,1637.36
CUST-00724,Male,25-34,2,Month-to-month,Bank transfer,75.24,140.98,Fiber optic,1,Stayed,Not churned,0-6 months,0.0,0.0,140.98
CUST-01401,Female,25-34,30,Month-to-month,Electronic check,69.03,2037.83,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,2037.83
CUST-00145,Female,18-24,14,Month-to-month,Electronic check,76.77,1080.31,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,1080.31
CUST-00502,Male,25-34,68,Two year,Bank transfer,87.1,5902.79,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,5902.79
CUST-01113,Female,25-34,14,Month-to-month,Electronic check,72.38,1011.01,Fiber optic,1,Churned,Price too high,13-24 months,72.38,868.56,1011.01
CUST-00740,Female,25-34,21,One year,Bank transfer,30.5,608.99,,2,Stayed,Not churned,13-24 months,0.0,0.0,608.99
CUST-01404,Male,35-44,20,Month-to-month,Bank transfer,66.32,1390.19,Fiber optic,0,Churned,Temporary need ended,13-24 months,66.32,795.84,1390.19
CUST-00732,Male,18-24,61,Two year,Bank transfer,49.27,3060.37,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,3060.37
CUST-00540,Female,25-34,15,Month-to-month,Mailed check,69.28,1077.87,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,1077.87
CUST-00178,Female,35-44,71,Two year,Mailed check,57.23,4090.28,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,4090.28
CUST-01467,Male,45-54,20,Month-to-month,Mailed check,53.37,1060.02,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,1060.02
CUST-00698,Male,55-64,24,One year,Credit card,65.36,1540.62,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1540.62
CUST-01390,Female,55-64,29,Month-to-month,Bank transfer,72.49,2115.99,Fiber optic,2,Churned,Competitor offer,25-48 months,72.49,869.88,2115.99
CUST-01316,Male,45-54,55,Month-to-month,Credit card,44.86,2465.65,,0,Stayed,Not churned,49+ months,0.0,0.0,2465.65
CUST-00923,Male,45-54,25,One year,Mailed check,79.82,1968.61,Fiber optic,3,Stayed,Not churned,25-48 months,0.0,0.0,1968.61
CUST-00919,Male,18-24,33,One year,Bank transfer,32.01,1044.09,DSL,2,Stayed,Not churned,25-48 months,0.0,0.0,1044.09
CUST-00008,Male,35-44,9,Month-to-month,Credit card,72.52,673.77,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,673.77
CUST-00882,Male,55-64,48,One year,Bank transfer,68.36,3260.58,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,3260.58
CUST-00668,Female,25-34,8,Month-to-month,Credit card,78.35,590.58,DSL,3,Churned,Price too high,7-12 months,78.35,940.2,590.58
CUST-01176,Male,25-34,48,Two year,Credit card,74.38,3599.4,Fiber optic,3,Stayed,Not churned,25-48 months,0.0,0.0,3599.4
CUST-00358,Male,35-44,6,Month-to-month,Mailed check,68.28,416.09,Fiber optic,1,Churned,Competitor offer,0-6 months,68.28,819.36,416.09
CUST-00784,Female,18-24,60,Two year,Electronic check,65.79,3926.37,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,3926.37
CUST-00736,Male,45-54,7,Month-to-month,Credit card,49.32,317.56,DSL,2,Stayed,Not churned,7-12 months,0.0,0.0,317.56
CUST-00330,Female,25-34,14,One year,Bank transfer,62.81,882.34,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,882.34
CUST-01211,Female,45-54,15,Month-to-month,Credit card,80.05,1227.61,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1227.61
CUST-01164,Male,45-54,6,Month-to-month,Bank transfer,51.61,282.91,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,282.91
CUST-01132,Female,45-54,7,Month-to-month,Bank transfer,78.8,527.77,Fiber optic,3,Churned,Competitor offer,7-12 months,78.8,945.6,527.77
CUST-00259,Male,25-34,1,Month-to-month,Bank transfer,37.83,37.83,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,37.83
CUST-01191,Female,35-44,37,One year,Credit card,63.92,2359.93,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,2359.93
CUST-00373,Female,35-44,23,Month-to-month,Unknown,23.07,478.74,,0,Stayed,Not churned,13-24 months,0.0,0.0,478.74
CUST-01118,Male,25-34,11,Month-to-month,Credit card,49.66,521.77,Fiber optic,0,Churned,Price too high,7-12 months,49.66,595.92,521.77
CUST-01058,Female,25-34,8,Month-to-month,Electronic check,83.22,642.78,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,642.78
CUST-00143,Female,35-44,22,One year,Electronic check,71.45,1554.56,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1554.56
CUST-00526,Female,25-34,8,Month-to-month,Bank transfer,29.82,262.96,,0,Stayed,Not churned,7-12 months,0.0,0.0,262.96
CUST-01415,Male,25-34,33,Month-to-month,Bank transfer,45.97,1522.94,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1522.94
CUST-00233,Male,35-44,24,Month-to-month,Electronic check,43.41,1041.84,DSL,0,Churned,Temporary need ended,13-24 months,43.41,520.92,1041.84
CUST-01271,Male,18-24,9,One year,Electronic check,84.42,743.19,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,743.19
CUST-01443,Male,25-34,11,Month-to-month,Credit card,78.34,910.41,Fiber optic,2,Stayed,Not churned,7-12 months,0.0,0.0,910.41
CUST-00441,Female,18-24,14,Month-to-month,Bank transfer,85.14,1199.26,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1199.26
CUST-00532,Male,35-44,59,Two year,Bank transfer,26.26,1451.21,,0,Stayed,Not churned,49+ months,0.0,0.0,1451.21
CUST-01386,Female,65+,8,One year,Bank transfer,72.82,574.54,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,574.54
CUST-00227,Male,35-44,14,Month-to-month,Mailed check,97.8,1369.62,Fiber optic,4,Churned,Poor customer support,13-24 months,97.8,1173.6,1369.62
CUST-01048,Female,35-44,37,One year,Credit card,78.23,2882.88,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2882.88
CUST-00229,Male,55-64,17,Month-to-month,Electronic check,50.07,875.95,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,875.95
CUST-01299,Male,65+,15,Month-to-month,Mailed check,98.13,1461.9,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1461.9
CUST-01317,Male,35-44,17,One year,Credit card,65.45,1076.34,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,1076.34
CUST-00213,Male,45-54,52,Month-to-month,Credit card,96.77,5028.06,Fiber optic,2,Churned,Temporary need ended,49+ months,96.77,1161.24,5028.06
CUST-00886,Female,35-44,37,Two year,Bank transfer,18.99,679.75,,1,Stayed,Not churned,25-48 months,0.0,0.0,679.75
CUST-00080,Female,35-44,66,Two year,Electronic check,69.04,4512.3,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,4512.3
CUST-00149,Female,45-54,41,One year,Electronic check,44.0,1791.1,DSL,2,Churned,Moved location,25-48 months,44.0,528.0,1791.1
CUST-00815,Male,65+,7,Month-to-month,Bank transfer,52.2,393.05,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,393.05
CUST-00924,Male,35-44,31,Month-to-month,Bank transfer,47.78,1457.79,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1457.79
CUST-00933,Male,65+,34,One year,Electronic check,62.87,2187.53,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2187.53
CUST-00672,Male,18-24,24,Month-to-month,Bank transfer,47.67,1188.61,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,1188.61
CUST-01171,Male,45-54,9,Month-to-month,Electronic check,55.98,471.21,DSL,2,Stayed,Not churned,7-12 months,0.0,0.0,471.21
CUST-00556,Female,45-54,20,One year,Electronic check,51.44,1005.63,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,1005.63
CUST-01367,Male,35-44,15,Month-to-month,Electronic check,51.52,747.5,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,747.5
CUST-00134,Female,45-54,24,One year,Electronic check,74.6,1825.3,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1825.3
CUST-01202,Female,65+,37,Month-to-month,Bank transfer,75.57,2835.28,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2835.28
CUST-00824,Female,25-34,56,Month-to-month,Mailed check,27.01,1509.95,,0,Stayed,Not churned,49+ months,0.0,0.0,1509.95
CUST-00409,Male,25-34,25,Month-to-month,Electronic check,42.54,1070.89,DSL,1,Churned,Competitor offer,25-48 months,42.54,510.48,1070.89
CUST-00369,Female,25-34,12,Month-to-month,Bank transfer,41.33,490.37,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,490.37
CUST-00508,Male,45-54,9,Month-to-month,Electronic check,48.25,423.5,,0,Stayed,Not churned,7-12 months,0.0,0.0,423.5
CUST-01198,Male,25-34,27,Month-to-month,Bank transfer,54.0,1509.12,DSL,1,Churned,Competitor offer,25-48 months,54.0,648.0,1509.12
CUST-00505,Male,25-34,43,Two year,Electronic check,68.08,2919.44,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2919.44
CUST-01352,Male,25-34,1,One year,Mailed check,73.16,99.9,Fiber optic,0,Stayed,Not churned,0-6 months,0.0,0.0,99.9
CUST-00348,Female,25-34,33,Month-to-month,Credit card,28.71,927.89,,2,Stayed,Not churned,25-48 months,0.0,0.0,927.89
CUST-00387,Female,18-24,57,Month-to-month,Bank transfer,35.34,1983.14,DSL,1,Stayed,Not churned,49+ months,0.0,0.0,1983.14
CUST-00001,Female,35-44,45,One year,Bank transfer,48.94,2198.25,DSL,0,Churned,Product dissatisfaction,25-48 months,48.94,587.28,2198.25
CUST-00361,Female,45-54,56,Two year,Electronic check,57.58,3196.66,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3196.66
CUST-00895,Male,55-64,37,One year,Electronic check,50.2,1847.45,DSL,2,Stayed,Not churned,25-48 months,0.0,0.0,1847.45
CUST-00829,Male,45-54,39,Two year,Bank transfer,18.99,763.7,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,763.7
CUST-01435,Female,45-54,34,Month-to-month,Bank transfer,60.14,2045.51,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2045.51
CUST-00476,Male,65+,71,Two year,Bank transfer,18.99,1375.45,,0,Stayed,Not churned,49+ months,0.0,0.0,1375.45
CUST-01300,Male,25-34,13,One year,Credit card,48.01,596.51,DSL,3,Stayed,Not churned,13-24 months,0.0,0.0,596.51
CUST-00058,Female,35-44,2,Month-to-month,Electronic check,65.12,95.12,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,95.12
CUST-00638,Female,45-54,4,Month-to-month,Credit card,54.38,228.9,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,228.9
CUST-01326,Female,55-64,56,Two year,Bank transfer,69.89,3868.64,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3868.64
CUST-01421,Female,25-34,8,Month-to-month,Credit card,79.29,641.47,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,641.47
CUST-00974,Female,45-54,20,One year,Electronic check,52.03,1040.52,Fiber optic,2,Churned,Competitor offer,13-24 months,52.03,624.36,1040.52
CUST-00173,Male,55-64,8,Month-to-month,Electronic check,61.6,483.19,Fiber optic,1,Churned,Temporary need ended,7-12 months,61.6,739.2,483.19
CUST-00451,Male,18-24,13,Month-to-month,Bank transfer,81.56,1056.47,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,1056.47
CUST-00126,Female,45-54,33,One year,Electronic check,35.65,1184.54,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1184.54
CUST-01001,Female,55-64,37,One year,Bank transfer,36.99,1399.54,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,1399.54
CUST-00531,Male,25-34,22,Month-to-month,Credit card,48.69,1037.45,DSL,2,Stayed,Not churned,13-24 months,0.0,0.0,1037.45
CUST-00858,Female,18-24,16,One year,Mailed check,80.59,1285.36,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1285.36
CUST-00714,Female,65+,12,One year,Electronic check,29.12,354.56,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,354.56
CUST-00091,Female,45-54,7,Month-to-month,Bank transfer,64.81,437.53,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,437.53
CUST-01471,Male,35-44,60,Two year,Electronic check,44.1,2651.81,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2651.81
CUST-00182,Female,65+,16,Month-to-month,Credit card,102.46,1693.97,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,1693.97
CUST-00876,Female,25-34,12,Month-to-month,Electronic check,74.11,896.06,Fiber optic,0,Churned,Competitor offer,7-12 months,74.11,889.32,896.06
CUST-01027,Male,25-34,7,Month-to-month,Electronic check,69.77,512.92,Fiber optic,2,Churned,Competitor offer,7-12 months,69.77,837.24,512.92
CUST-00787,Male,65+,4,One year,Mailed check,18.99,51.82,,0,Stayed,Not churned,0-6 months,0.0,0.0,51.82
CUST-00415,Male,35-44,30,One year,Credit card,72.95,2199.44,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2199.44
CUST-00252,Female,25-34,7,Month-to-month,Bank transfer,91.21,656.45,Fiber optic,0,Churned,Competitor offer,7-12 months,91.21,1094.52,656.45
