customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,streaming_plan,support_tickets,churn_status,churn_reason,tenure_group,monthly_revenue_loss,annual_revenue_loss,customer_lifetime_value
CUST-01413,Female,45-54,32,One year,Electronic check,14.2,430.46,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,430.46
CUST-00335,Female,55-64,58,Two year,Bank transfer,10.08,610.63,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,610.63
CUST-00098,Female,18-24,24,Month-to-month,Credit card,35.66,828.51,Premium,1,Stayed,Not churned,13-24 months,0.0,0.0,828.51
CUST-01464,Male,65+,12,Month-to-month,Electronic check,31.0,378.34,Standard,2,Churned,Temporary need ended,7-12 months,31.0,372.0,378.34
CUST-00738,Male,25-34,36,One year,Electronic check,22.02,820.42,Basic,0,Churned,Moved location,25-48 months,22.02,264.24,820.42
CUST-00856,Female,25-34,17,Month-to-month,Bank transfer,7.99,148.81,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,148.81
CUST-00963,Female,45-54,23,Month-to-month,Credit card,7.99,184.02,Mobile,0,Churned,Competitor offer,13-24 months,7.99,95.88,184.02
CUST-00103,Female,25-34,60,Two year,Mailed check,7.99,496.94,Standard,1,Churned,Moved location,49+ months,7.99,95.88,496.94
CUST-00435,Female,45-54,44,One year,Bank transfer,39.99,1825.89,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,1825.89
CUST-00075,Male,25-34,27,One year,Electronic check,13.88,314.11,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,314.11
CUST-01360,Male,25-34,4,Month-to-month,Bank transfer,36.91,135.45,Premium,0,Stayed,Not churned,0-6 months,0.0,0.0,135.45
CUST-01263,Female,45-54,8,Month-to-month,Mailed check,15.08,89.06,Standard,1,Churned,Price too high,7-12 months,15.08,180.96,89.06
CUST-01379,Female,45-54,38,Month-to-month,Bank transfer,8.99,383.86,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,383.86
CUST-00303,Male,35-44,10,One year,Mailed check,24.58,222.7,Standard,0,Churned,Product dissatisfaction,7-12 months,24.58,294.96,222.7
CUST-01313,Male,45-54,21,Month-to-month,Electronic check,12.79,276.89,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,276.89
CUST-01282,Male,55-64,21,One year,Bank transfer,13.19,325.02,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,325.02
CUST-01241,Male,35-44,38,One year,Electronic check,28.93,1105.08,Premium,3,Stayed,Not churned,25-48 months,0.0,0.0,1105.08
CUST-00763,Female,55-64,10,Month-to-month,Bank transfer,25.28,276.33,Basic,1,Churned,Price too high,7-12 months,25.28,303.36,276.33
CUST-00734,Male,55-64,3,Month-to-month,Bank transfer,39.99,66.08,Standard,1,Stayed,Not churned,0-6 months,0.0,0.0,66.08
CUST-00389,Male,45-54,1,Month-to-month,Credit card,8.54,65.1,Basic,3,Stayed,Not churned,0-6 months,0.0,0.0,65.1
CUST-00236,Male,55-64,6,Month-to-month,Credit card,37.61,221.54,Premium,1,Stayed,Not churned,0-6 months,0.0,0.0,221.54
CUST-01264,Female,35-44,36,Month-to-month,Credit card,11.96,392.49,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,392.49
CUST-00268,Male,35-44,34,One year,Credit card,31.88,1075.26,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,1075.26
CUST-00306,Male,45-54,11,Month-to-month,Bank transfer,23.14,217.6,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,217.6
CUST-00808,Male,45-54,20,Month-to-month,Bank transfer,10.02,203.76,Standard,1,Churned,Price too high,13-24 months,10.02,120.24,203.76
CUST-00118,Female,45-54,24,Month-to-month,Electronic check,7.99,268.64,Mobile,2,Stayed,Not churned,13-24 months,0.0,0.0,268.64
CUST-01229,Male,25-34,13,Month-to-month,Credit card,15.45,206.79,Mobile,0,Churned,Competitor offer,13-24 months,15.45,185.4,206.79
CUST-00674,Male,55-64,25,Month-to-month,Credit card,11.03,213.59,Basic,0,Churned,Competitor offer,25-48 months,11.03,132.36,213.59
CUST-00250,Male,25-34,3,One year,Unknown,18.05,18.05,Basic,2,Stayed,Not churned,0-6 months,0.0,0.0,18.05
CUST-01107,Female,18-24,32,Two year,Electronic check,34.55,1129.72,Basic,2,Stayed,Not churned,25-48 months,0.0,0.0,1129.72
CUST-01092,Male,55-64,22,Month-to-month,Bank transfer,7.99,134.93,Mobile,0,Stayed,Not churned,13-24 months,0.0,0.0,134.93
CUST-00072,Female,25-34,21,One year,Electronic check,13.17,309.11,Standard,2,Churned,Competitor offer,13-24 months,13.17,158.04,309.11
CUST-00095,Male,45-54,23,Month-to-month,Bank transfer,20.12,487.02,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,487.02
CUST-01036,Male,55-64,48,Two year,Credit card,15.38,777.88,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,777.88
CUST-00034,Male,25-34,4,Month-to-month,Credit card,7.99,45.45,Basic,0,Churned,Competitor offer,0-6 months,7.99,95.88,45.45
CUST-01115,Male,25-34,27,One year,Bank transfer,7.99,204.07,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,204.07
CUST-00449,Female,25-34,35,One year,Electronic check,12.04,342.45,Basic,0,Churned,Product dissatisfaction,25-48 months,12.04,144.48,342.45
CUST-00446,Male,35-44,44,One year,Mailed check,13.18,604.76,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,604.76
CUST-00772,Male,35-44,51,Two year,Credit card,25.77,1301.32,Premium,0,Stayed,Not churned,49+ months,0.0,0.0,1301.32
CUST-00717,Male,55-64,11,Month-to-month,Bank transfer,17.31,192.13,Basic,0,Stayed,Not churned,7-12 months,0.0,0.0,192.13
CUST-00907,Male,35-44,20,Month-to-month,Mailed check,11.83,271.97,Basic,3,Churned,Price too high,13-24 months,11.83,141.96,271.97
CUST-01243,Male,25-34,31,One year,Electronic check,7.99,233.3,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,233.3
CUST-01177,Male,35-44,32,One year,Bank transfer,11.11,335.48,Mobile,2,Stayed,Not churned,25-48 months,0.0,0.0,335.48
CUST-01047,Female,18-24,20,Month-to-month,Credit card,26.8,528.84,Premium,2,Stayed,Not churned,13-24 months,0.0,0.0,528.84
CUST-00078,Female,45-54,12,Month-to-month,Credit card,27.74,337.82,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,337.82
CUST-00085,Female,65+,10,One year,Electronic check,28.2,242.2,Basic,1,Churned,Competitor offer,7-12 months,28.2,338.4,242.2
CUST-01160,Female,45-54,34,One year,Electronic check,17.53,643.15,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,643.15
CUST-00083,Female,45-54,11,Month-to-month,Electronic check,29.04,314.11,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,314.11
CUST-00458,Female,35-44,3,One year,Electronic check,7.99,23.97,Standard,1,Churned,Competitor offer,0-6 months,7.99,95.88,23.97
CUST-00939,Female,35-44,9,Month-to-month,Credit card,39.99,405.27,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,405.27
CUST-00677,Female,25-34,17,Month-to-month,Electronic check,12.78,252.29,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,252.29
CUST-01005,Male,25-34,10,Month-to-month,Credit card,28.41,242.76,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,242.76
CUST-01090,Female,45-54,6,Month-to-month,Electronic check,13.22,89.24,Basic,0,Stayed,Not churned,0-6 months,0.0,0.0,89.24
CUST-00437,Female,25-34,9,Month-to-month,Mailed check,30.11,311.21,Standard,3,Churned,Price too high,7-12 months,30.11,361.32,311.21
CUST-00771,Female,25-34,11,One year,Credit card,27.63,332.85,Basic,1,Stayed,Not churned,7-12 months,0.0,0.0,332.85
CUST-00645,Female,35-44,41,One year,Bank transfer,7.99,320.42,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,320.42
CUST-00842,Male,18-24,4,Month-to-month,Mailed check,7.99,7.99,Basic,1,Stayed,Not churned,0-6 months,0.0,0.0,7.99
CUST-00926,Female,55-64,31,Month-to-month,Bank transfer,11.27,325.98,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,325.98
CUST-01210,Male,25-34,32,Month-to-month,Mailed check,32.42,1031.47,Premium,3,Stayed,Not churned,25-48 months,0.0,0.0,1031.47
CUST-00405,Female,45-54,14,One year,Mailed check,10.78,145.32,Basic,1,Stayed,Not churned,13-24 months,0.0,0.0,145.32
CUST-01323,Male,45-54,46,One year,Electronic check,17.43,775.42,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,775.42
CUST-01214,Male,35-44,48,Month-to-month,Mailed check,27.53,1310.21,Standard,3,Stayed,Not churned,25-48 months,0.0,0.0,1310.21
CUST-01099,Male,25-34,14,Month-to-month,Electronic check,10.75,146.55,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,146.55
CUST-00105,Male,18-24,8,Month-to-month,Electronic check,25.33,184.56,Basic,0,Churned,Price too high,7-12 months,25.33,303.96,184.56
CUST-00610,Male,65+,2,Two year,Mailed check,18.85,37.7,Standard,1,Churned,Moved location,0-6 months,18.85,226.2,37.7
CUST-01405,Male,35-44,46,Two year,Credit card,7.99,382.04,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,382.04
CUST-00689,Male,45-54,48,Month-to-month,Mailed check,7.99,349.62,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,349.62
CUST-00969,Male,35-44,20,One year,Electronic check,29.26,524.88,Standard,4,Stayed,Not churned,13-24 months,0.0,0.0,524.88
CUST-01332,Male,45-54,38,Month-to-month,Bank transfer,35.11,1311.27,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,1311.27
CUST-00063,Male,45-54,39,One year,Electronic check,28.8,1086.79,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1086.79
CUST-00282,Female,55-64,26,Month-to-month,Credit card,12.83,354.86,Standard,0,Churned,Price too high,25-48 months,12.83,153.96,354.86
CUST-00779,Male,45-54,21,One year,Mailed check,7.99,151.68,Mobile,2,Stayed,Not churned,13-24 months,0.0,0.0,151.68
CUST-01387,Male,35-44,47,Two year,Bank transfer,13.02,624.6,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,624.6
CUST-00239,Male,35-44,44,One year,Bank transfer,24.78,1064.29,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,1064.29
CUST-00224,Female,25-34,7,Month-to-month,Bank transfer,34.61,275.03,Standard,0,Stayed,Not churned,7-12 months,0.0,0.0,275.03
CUST-00146,Female,45-54,47,Month-to-month,Electronic check,15.11,711.34,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,711.34
CUST-01418,Female,55-64,13,Month-to-month,Electronic check,20.32,325.35,Basic,2,Stayed,Not churned,13-24 months,0.0,0.0,325.35
CUST-00374,Male,55-64,9,One year,Credit card,19.06,119.67,Premium,0,Stayed,Not churned,7-12 months,0.0,0.0,119.67
CUST-01246,Male,45-54,51,Two year,Electronic check,39.99,2086.55,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,2086.55
CUST-00119,Male,35-44,31,Month-to-month,Credit card,39.99,1156.44,Basic,0,Churned,Price too high,25-48 months,39.99,479.88,1156.44
CUST-01142,Female,25-34,16,Month-to-month,Electronic check,22.06,362.56,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,362.56
CUST-00251,Female,35-44,23,Month-to-month,Bank transfer,23.82,547.16,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,547.16
CUST-01465,Male,55-64,29,One year,Bank transfer,7.99,194.29,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,194.29
CUST-01226,Male,25-34,28,One year,Electronic check,10.21,302.99,Mobile,0,Stayed,Not churned,25-48 months,0.0,0.0,302.99
CUST-01097,Female,25-34,10,Month-to-month,Bank transfer,27.24,278.27,Premium,2,Stayed,Not churned,7-12 months,0.0,0.0,278.27
CUST-00010,Male,45-54,34,Month-to-month,Mailed check,15.52,591.0,Basic,2,Stayed,Not churned,25-48 months,0.0,0.0,591.0
CUST-00450,Female,35-44,20,Month-to-month,Electronic check,38.1,825.18,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,825.18
CUST-01173,Male,45-54,6,Month-to-month,Electronic check,7.99,20.42,Standard,0,Churned,Temporary need ended,0-6 months,7.99,95.88,20.42
CUST-00709,Female,25-34,1,Month-to-month,Electronic check,22.94,22.94,Standard,0,Churned,Temporary need ended,0-6 months,22.94,275.28,22.94
CUST-00256,Male,55-64,28,Month-to-month,Electronic check,37.84,1050.61,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1050.61
CUST-00594,Female,35-44,1,One year,Credit card,16.77,16.77,Premium,2,Churned,Product dissatisfaction,0-6 months,16.77,201.24,16.77
CUST-00390,Male,65+,14,One year,Electronic check,20.54,287.2,Standard,4,Stayed,Not churned,13-24 months,0.0,0.0,287.2
CUST-01043,Female,55-64,15,Month-to-month,Electronic check,24.52,347.21,Standard,3,Churned,Competitor offer,13-24 months,24.52,294.24,347.21
CUST-01218,Male,65+,10,Month-to-month,Credit card,30.92,301.86,Premium,2,Stayed,Not churned,7-12 months,0.0,0.0,301.86
CUST-00558,Female,35-44,2,Month-to-month,Credit card,19.73,19.73,Basic,0,Churned,Competitor offer,0-6 months,19.73,236.76,19.73
CUST-01350,Female,35-44,4,One year,Bank transfer,7.99,7.99,Mobile,3,Stayed,Not churned,0-6 months,0.0,0.0,7.99
CUST-00859,Male,35-44,21,Month-to-month,Electronic check,35.84,812.28,Premium,5,Churned,Technical issues,13-24 months,35.84,430.08,812.28
CUST-00461,Female,25-34,11,Month-to-month,Bank transfer,28.12,232.22,Basic,2,Stayed,Not churned,7-12 months,0.0,0.0,232.22
CUST-00724,Male,25-34,2,Month-to-month,Bank transfer,24.23,38.96,Standard,1,Stayed,Not churned,0-6 months,0.0,0.0,38.96
CUST-01401,Female,25-34,14,Month-to-month,Electronic check,27.14,335.4,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,335.4
CUST-00145,Female,18-24,26,Month-to-month,Electronic check,27.64,685.33,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,685.33
CUST-00502,Male,25-34,72,Two year,Bank transfer,12.85,935.86,Basic,1,Stayed,Not churned,49+ months,0.0,0.0,935.86
CUST-01113,Female,25-34,37,Month-to-month,Electronic check,18.67,723.47,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,723.47
CUST-00740,Female,25-34,41,One year,Bank transfer,7.99,331.09,Mobile,0,Churned,Product dissatisfaction,25-48 months,7.99,95.88,331.09
CUST-01404,Male,35-44,9,Month-to-month,Bank transfer,20.2,150.74,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,150.74
CUST-00732,Male,18-24,39,Two year,Bank transfer,7.99,305.12,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,305.12
CUST-00540,Female,25-34,30,Month-to-month,Mailed check,11.64,348.82,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,348.82
CUST-00178,Female,35-44,48,Two year,Mailed check,7.99,362.75,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,362.75
CUST-01467,Male,45-54,8,Month-to-month,Mailed check,21.67,200.27,Premium,2,Churned,Competitor offer,7-12 months,21.67,260.04,200.27
CUST-00698,Male,55-64,24,One year,Credit card,14.35,316.38,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,316.38
CUST-01390,Female,55-64,30,Month-to-month,Bank transfer,14.64,440.71,Standard,3,Stayed,Not churned,25-48 months,0.0,0.0,440.71
CUST-01316,Male,45-54,6,Month-to-month,Credit card,7.99,78.24,Mobile,1,Stayed,Not churned,0-6 months,0.0,0.0,78.24
CUST-00923,Male,45-54,22,One year,Mailed check,14.7,280.31,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,280.31
CUST-00919,Male,18-24,17,One year,Bank transfer,15.72,311.66,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,311.66
CUST-00008,Male,35-44,9,Month-to-month,Credit card,14.01,147.18,Basic,1,Stayed,Not churned,7-12 months,0.0,0.0,147.18
CUST-00882,Male,55-64,54,One year,Bank transfer,7.99,406.31,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,406.31
CUST-00668,Female,25-34,8,Month-to-month,Credit card,39.99,327.88,Premium,2,Churned,Price too high,7-12 months,39.99,479.88,327.88
CUST-01176,Male,25-34,63,Two year,Credit card,13.66,860.58,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,860.58
CUST-00358,Male,35-44,14,Month-to-month,Mailed check,39.99,550.75,Standard,1,Churned,Competitor offer,13-24 months,39.99,479.88,550.75
CUST-00784,Female,18-24,33,Two year,Electronic check,7.99,289.57,Standard,1,Churned,Moved location,25-48 months,7.99,95.88,289.57
CUST-00736,Male,45-54,22,Month-to-month,Credit card,10.8,256.44,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,256.44
CUST-00330,Female,25-34,36,One year,Bank transfer,7.99,219.9,Basic,2,Stayed,Not churned,25-48 months,0.0,0.0,219.9
CUST-01211,Female,45-54,26,Month-to-month,Credit card,8.99,163.21,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,163.21
CUST-01164,Male,45-54,17,Month-to-month,Bank transfer,39.99,623.95,Premium,1,Stayed,Not churned,13-24 months,0.0,0.0,623.95
CUST-01132,Female,45-54,5,Month-to-month,Bank transfer,36.46,245.89,Standard,2,Churned,Temporary need ended,0-6 months,36.46,437.52,245.89
CUST-00259,Male,25-34,6,Month-to-month,Bank transfer,39.99,215.82,Premium,2,Churned,Temporary need ended,0-6 months,39.99,479.88,215.82
CUST-01191,Female,35-44,19,One year,Credit card,38.92,737.33,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,737.33
CUST-00373,Female,35-44,16,Month-to-month,Credit card,7.99,135.89,Mobile,1,Stayed,Not churned,13-24 months,0.0,0.0,135.89
CUST-01118,Male,25-34,16,Month-to-month,Credit card,7.99,150.51,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,150.51
CUST-01058,Female,25-34,11,Month-to-month,Electronic check,37.41,426.12,Basic,2,Stayed,Not churned,7-12 months,0.0,0.0,426.12
CUST-00143,Female,35-44,14,One year,Electronic check,16.71,248.38,Basic,0,Churned,Moved location,13-24 months,16.71,200.52,248.38
CUST-00526,Female,25-34,5,Month-to-month,Bank transfer,12.03,58.92,Mobile,0,Churned,Price too high,0-6 months,12.03,144.36,58.92
CUST-01415,Male,25-34,27,Month-to-month,Bank transfer,29.99,833.39,Standard,3,Stayed,Not churned,25-48 months,0.0,0.0,833.39
CUST-00233,Male,35-44,21,Month-to-month,Electronic check,15.83,372.67,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,372.67
CUST-01271,Male,18-24,28,One year,Electronic check,8.18,316.03,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,316.03
CUST-01443,Male,25-34,20,Month-to-month,Credit card,17.76,384.17,Basic,1,Stayed,Not churned,13-24 months,0.0,0.0,384.17
CUST-00441,Female,18-24,45,Month-to-month,Bank transfer,29.16,1334.55,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,1334.55
CUST-00532,Male,35-44,40,Two year,Bank transfer,7.99,364.44,Premium,3,Stayed,Not churned,25-48 months,0.0,0.0,364.44
CUST-01386,Female,65+,52,One year,Bank transfer,14.9,694.34,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,694.34
CUST-00227,Male,35-44,30,Month-to-month,Mailed check,23.32,730.19,Basic,2,Stayed,Not churned,25-48 months,0.0,0.0,730.19
CUST-01048,Female,35-44,26,One year,Credit card,20.79,570.37,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,570.37
CUST-00229,Male,55-64,13,Month-to-month,Electronic check,38.48,559.27,Premium,2,Churned,Temporary need ended,13-24 months,38.48,461.76,559.27
CUST-01299,Male,65+,6,Month-to-month,Mailed check,24.12,130.29,Standard,2,Churned,Price too high,0-6 months,24.12,289.44,130.29
CUST-01317,Male,35-44,19,One year,Credit card,7.99,127.57,Basic,2,Churned,Competitor offer,13-24 months,7.99,95.88,127.57
CUST-00213,Male,45-54,10,Month-to-month,Credit card,20.03,177.96,Standard,0,Stayed,Not churned,7-12 months,0.0,0.0,177.96
CUST-00886,Female,35-44,72,Two year,Bank transfer,7.99,552.4,Mobile,0,Stayed,Not churned,49+ months,0.0,0.0,552.4
CUST-00080,Female,35-44,51,Two year,Electronic check,7.99,422.84,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,422.84
CUST-00149,Female,45-54,41,One year,Electronic check,7.99,358.74,Standard,1,Churned,Product dissatisfaction,25-48 months,7.99,95.88,358.74
CUST-00815,Male,65+,7,Month-to-month,Bank transfer,7.99,83.58,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,83.58
CUST-00924,Male,35-44,7,Month-to-month,Bank transfer,39.99,311.5,Standard,4,Churned,Poor customer support,7-12 months,39.99,479.88,311.5
CUST-00933,Male,65+,14,One year,Electronic check,33.03,459.26,Standard,2,Stayed,Not churned,13-24 months,0.0,0.0,459.26
CUST-00672,Male,18-24,24,Month-to-month,Bank transfer,25.66,660.37,Premium,2,Stayed,Not churned,13-24 months,0.0,0.0,660.37
CUST-01171,Male,45-54,2,Month-to-month,Electronic check,37.83,56.61,Standard,0,Churned,Price too high,0-6 months,37.83,453.96,56.61
CUST-00556,Female,45-54,9,One year,Electronic check,31.43,224.38,Premium,2,Churned,Product dissatisfaction,7-12 months,31.43,377.16,224.38
CUST-01367,Male,35-44,9,Month-to-month,Electronic check,25.19,217.93,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,217.93
CUST-00134,Female,45-54,41,One year,Electronic check,7.99,368.31,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,368.31
CUST-01202,Female,65+,27,Month-to-month,Bank transfer,15.32,348.85,Basic,1,Churned,Price too high,25-48 months,15.32,183.84,348.85
CUST-00824,Female,25-34,56,Month-to-month,Mailed check,8.0,445.39,Mobile,0,Stayed,Not churned,49+ months,0.0,0.0,445.39
CUST-00409,Male,25-34,9,Month-to-month,Electronic check,20.34,138.74,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,138.74
CUST-00369,Female,25-34,61,Month-to-month,Bank transfer,18.54,1069.45,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,1069.45
CUST-00508,Male,45-54,17,Month-to-month,Electronic check,7.99,163.61,Premium,4,Churned,Product dissatisfaction,13-24 months,7.99,95.88,163.61
CUST-01198,Male,25-34,17,Month-to-month,Bank transfer,37.57,684.73,Premium,1,Churned,Price too high,13-24 months,37.57,450.84,684.73
CUST-00505,Male,25-34,34,Two year,Electronic check,7.99,330.58,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,330.58
CUST-01352,Male,25-34,21,One year,Mailed check,7.99,167.79,Basic,1,Churned,Competitor offer,13-24 months,7.99,95.88,167.79
CUST-00348,Female,25-34,6,Month-to-month,Credit card,9.78,66.4,Mobile,0,Stayed,Not churned,0-6 months,0.0,0.0,66.4
CUST-00387,Female,18-24,2,Month-to-month,Bank transfer,34.59,54.04,Standard,1,Stayed,Not churned,0-6 months,0.0,0.0,54.04
CUST-00001,Female,35-44,45,One year,Bank transfer,19.93,892.8,Standard,0,Churned,Product dissatisfaction,25-48 months,19.93,239.16,892.8
CUST-00361,Female,45-54,53,Two year,Electronic check,7.99,413.38,Basic,1,Stayed,Not churned,49+ months,0.0,0.0,413.38
CUST-00895,Male,55-64,37,One year,Electronic check,21.19,774.08,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,774.08
CUST-00829,Male,45-54,39,Two year,Bank transfer,7.99,334.7,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,334.7
CUST-01435,Female,45-54,45,Month-to-month,Bank transfer,7.99,294.3,Basic,1,Churned,Competitor offer,25-48 months,7.99,95.88,294.3
CUST-00476,Male,65+,43,Two year,Bank transfer,7.99,277.75,Mobile,0,Stayed,Not churned,25-48 months,0.0,0.0,277.75
CUST-01300,Male,25-34,20,One year,Credit card,10.35,213.08,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,213.08
CUST-00058,Female,35-44,31,Month-to-month,Electronic check,39.67,1182.69,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1182.69
CUST-00638,Female,45-54,2,Month-to-month,Credit card,7.99,48.64,Standard,2,Stayed,Not churned,0-6 months,0.0,0.0,48.64
CUST-01326,Female,55-64,37,Two year,Bank transfer,7.99,307.85,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,307.85
CUST-01421,Female,25-34,3,Month-to-month,Credit card,7.99,71.43,Basic,0,Stayed,Not churned,0-6 months,0.0,0.0,71.43
CUST-00974,Female,45-54,38,One year,Electronic check,32.84,1247.84,Standard,0,Churned,Competitor offer,25-48 months,32.84,394.08,1247.84
CUST-00173,Male,55-64,11,Month-to-month,Electronic check,29.3,361.0,Basic,0,Churned,Price too high,7-12 months,29.3,351.6,361.0
CUST-00451,Male,18-24,10,Month-to-month,Bank transfer,7.99,55.41,Premium,0,Stayed,Not churned,7-12 months,0.0,0.0,55.41
CUST-00126,Female,45-54,26,One year,Electronic check,27.77,719.04,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,719.04
CUST-01001,Female,55-64,59,One year,Bank transfer,7.99,461.45,Basic,1,Stayed,Not churned,49+ months,0.0,0.0,461.45
CUST-00531,Male,25-34,8,Month-to-month,Credit card,7.99,88.32,Standard,1,Churned,Price too high,7-12 months,7.99,95.88,88.32
CUST-00858,Female,18-24,25,One year,Mailed check,7.99,195.67,Basic,1,Churned,Product dissatisfaction,25-48 months,7.99,95.88,195.67
CUST-00714,Female,65+,12,One year,Electronic check,7.99,101.0,Premium,1,Stayed,Not churned,7-12 months,0.0,0.0,101.0
CUST-00091,Female,45-54,2,Month-to-month,Bank transfer,10.51,42.62,Standard,0,Churned,Competitor offer,0-6 months,10.51,126.12,42.62
CUST-01471,Male,35-44,54,Two year,Electronic check,24.85,1340.83,Premium,1,Stayed,Not churned,49+ months,0.0,0.0,1340.83
CUST-00182,Female,65+,44,Month-to-month,Credit card,7.99,397.39,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,397.39
CUST-00876,Female,25-34,18,Month-to-month,Electronic check,15.92,292.28,Standard,4,Churned,Poor customer support,13-24 months,15.92,191.04,292.28
CUST-01027,Male,25-34,28,Month-to-month,Electronic check,8.2,234.4,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,234.4
CUST-00787,Male,65+,30,One year,Mailed check,7.99,267.87,Mobile,1,Stayed,Not churned,25-48 months,0.0,0.0,267.87
CUST-00415,Male,35-44,50,One year,Credit card,14.93,760.36,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,760.36
CUST-00252,Female,25-34,12,Month-to-month,Bank transfer,21.65,197.97,Basic,0,Churned,Competitor offer,7-12 months,21.65,259.8,197.97
CUST-00070,Male,35-44,46,One year,Electronic check,7.99,367.54,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,367.54
CUST-00804,Male,25-34,55,Two year,Electronic check,7.99,378.48,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,378.48
CUST-00132,Female,35-44,49,Two year,Credit card,12.24,537.57,Premium,0,Stayed,Not churned,49+ months,0.0,0.0,537.57
CUST-00301,Female,65+,11,Month-to-month,Credit card,21.23,258.16,Premium,0,Churned,Temporary need ended,7-12 months,21.23,254.76,258.16
CUST-01037,Female,45-54,58,Two year,Credit card,9.74,541.87,Basic,2,Churned,Competitor offer,49+ months,9.74,116.88,541.87
CUST-00327,Male,18-24,72,Two year,Electronic check,7.99,679.8,Mobile,1,Stayed,Not churned,49+ months,0.0,0.0,679.8
