customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,internet_service,support_tickets,churn_status,churn_reason
CUST-00661,Female,45-54,10,Month-to-month,Electronic check,48.76,448.49,DSL,1,Stayed,Not churned
CUST-01457,Male,45-54,23,One year,Credit card,47.31,1088.8,DSL,0,Stayed,Not churned
CUST-00448,Male,25-34,45,One year,Electronic check,28.05,1248.8,DSL,0,Churned,Moved location
CUST-00179,Male,25-34,48,Two year,Electronic check,66.16,3154.91,Fiber optic,1,Stayed,Not churned
CUST-00391,Male,25-34,5,Month-to-month,Credit card,105.25,556.64,Fiber optic,2,Stayed,Not churned
CUST-01309,Female,35-44,58,Two year,Electronic check,66.67,3896.77,DSL,0,Stayed,Not churned
CUST-01224,Male,35-44,37,Two year,Credit card,56.03,2020.35,Fiber optic,0,Stayed,Not churned
CUST-01260,Male,18-24,46,Month-to-month,Credit card,108.84,5014.85,Fiber optic,3,Stayed,Not churned
CUST-00618,Female,45-54,69,Two year,Bank transfer,64.07,4361.29,Fiber optic,1,Stayed,Not churned
CUST-01261,Female,25-34,9,Month-to-month,Electronic check,55.16,539.57,Fiber optic,0,Stayed,Not churned
CUST-01344,Male,65+,42,Two year,Credit card,23.09,986.65,DSL,0,Stayed,Not churned
CUST-01014,Female,35-44,3,Month-to-month,Electronic check,72.55,187.87,Fiber optic,1,Stayed,Not churned
CUST-01499,Female,25-34,7,Month-to-month,Bank transfer,68.66,488.35,Fiber optic,4,Churned,Poor customer support
CUST-00760,Male,35-44,35,Two year,Electronic check,52.71,1802.77,Fiber optic,1,Stayed,Not churned
CUST-00670,Female,25-34,25,Month-to-month,Electronic check,61.15,1501.3,Fiber optic,1,Stayed,Not churned
CUST-00295,Female,18-24,70,Two year,Credit card,54.93,3876.68,DSL,0,Stayed,Not churned
CUST-00908,Female,25-34,7,Month-to-month,Bank transfer,60.54,354.03,DSL,1,Stayed,Not churned
CUST-00890,Female,45-54,11,Month-to-month,Electronic check,48.57,517.09,DSL,1,Churned,Competitor offer
CUST-00089,Male,35-44,1,One year,Electronic check,29.22,29.22,DSL,0,Stayed,Not churned
CUST-00998,Female,55-64,6,Month-to-month,Electronic check,43.41,263.19,None,1,Churned,Price too high
CUST-00950,Male,35-44,2,Month-to-month,Credit card,50.14,61.63,Fiber optic,0,Stayed,Not churned
CUST-00589,Female,55-64,12,Month-to-month,Bank transfer,83.38,1002.39,Fiber optic,2,Stayed,Not churned
CUST-00675,Female,25-34,28,One year,Bank transfer,66.31,1898.48,Fiber optic,1,Stayed,Not churned
CUST-01407,Male,65+,53,Two year,Bank transfer,52.28,2733.87,DSL,1,Stayed,Not churned
CUST-00712,Male,55-64,10,One year,Credit card,74.52,805.58,Fiber optic,0,Churned,Moved location
CUST-00964,Female,35-44,46,One year,Credit card,37.66,1734.75,DSL,1,Stayed,Not churned
CUST-00291,Female,25-34,5,Month-to-month,Credit card,92.24,386.45,Fiber optic,1,Churned,Temporary need ended
CUST-01500,Male,55-64,24,Month-to-month,Credit card,50.54,1245.44,DSL,0,Churned,Price too high
CUST-00608,Female,55-64,2,Month-to-month,Credit card,61.04,173.41,DSL,0,Churned,Price too high
CUST-00349,Female,55-64,14,Month-to-month,Electronic check,55.92,753.65,DSL,1,Churned,Competitor offer
CUST-00705,Female,45-54,72,Two year,Mailed check,52.35,3777.56,Fiber optic,2,Stayed,Not churned
CUST-01432,Male,45-54,31,One year,Bank transfer,66.68,2077.12,Fiber optic,0,Stayed,Not churned
CUST-00706,Male,55-64,67,Two year,Bank transfer,30.81,2063.22,DSL,0,Stayed,Not churned
CUST-00847,Female,45-54,72,Two year,Credit card,82.33,5869.23,Fiber optic,4,Stayed,Not churned
CUST-00612,Male,25-34,16,Month-to-month,Electronic check,63.65,1048.4,DSL,0,Stayed,Not churned
CUST-00459,Female,45-54,51,One year,Credit card,90.34,4629.74,Fiber optic,2,Stayed,Not churned
CUST-00376,Female,35-44,12,One year,Electronic check,71.44,858.63,Fiber optic,2,Stayed,Not churned
CUST-00334,Female,45-54,4,Month-to-month,Credit card,67.47,256.43,DSL,0,Stayed,Not churned
CUST-01199,Male,45-54,15,Month-to-month,Mailed check,39.98,601.03,None,2,Stayed,Not churned
CUST-01343,Male,55-64,29,Two year,Credit card,59.83,1723.02,DSL,2,Stayed,Not churned
CUST-01180,Male,35-44,3,Month-to-month,Credit card,42.37,195.1,DSL,1,Churned,Competitor offer
CUST-01409,Male,25-34,40,Month-to-month,Credit card,50.25,1967.82,Fiber optic,2,Stayed,Not churned
CUST-00579,Female,65+,34,One year,Bank transfer,73.05,2496.23,Fiber optic,0,Churned,Competitor offer
CUST-00329,Female,45-54,9,Month-to-month,Credit card,71.74,651.25,Fiber optic,3,Churned,Price too high
CUST-00319,Female,45-54,41,Two year,Electronic check,45.61,1841.15,DSL,1,Churned,Moved location
CUST-01169,Female,45-54,31,Month-to-month,Credit card,62.03,1861.96,Fiber optic,1,Stayed,Not churned
CUST-01347,Female,45-54,15,Two year,Credit card,58.64,875.78,Fiber optic,2,Stayed,Not churned
CUST-00013,Male,65+,52,Month-to-month,Credit card,33.71,1770.37,None,1,Churned,Price too high
CUST-00172,Female,55-64,5,Month-to-month,Electronic check,82.73,428.78,DSL,1,Stayed,Not churned
CUST-00261,Male,35-44,26,Month-to-month,Bank transfer,72.86,1954.92,Fiber optic,5,Churned,Technical issues
CUST-00839,Male,25-34,64,Two year,Mailed check,74.49,4757.39,Fiber optic,0,Stayed,Not churned
CUST-00880,Female,45-54,34,Month-to-month,Credit card,70.91,2410.99,Fiber optic,2,Stayed,Not churned
CUST-01472,Male,25-34,61,Two year,Credit card,75.67,4628.24,Fiber optic,3,Stayed,Not churned
CUST-00139,Female,65+,43,Month-to-month,Electronic check,46.01,2020.33,DSL,0,Churned,Temporary need ended
CUST-00550,Male,18-24,3,One year,Bank transfer,69.23,248.89,Fiber optic,2,Stayed,Not churned
CUST-01188,Female,35-44,25,One year,Mailed check,69.4,1773.13,Fiber optic,1,Stayed,Not churned
CUST-00865,Female,35-44,47,Month-to-month,Bank transfer,56.02,2697.34,DSL,1,Stayed,Not churned
CUST-01023,Male,25-34,37,One year,Electronic check,21.34,731.9,None,1,Stayed,Not churned
CUST-00559,Male,45-54,16,Month-to-month,Bank transfer,46.31,694.06,DSL,1,Stayed,Not churned
CUST-00140,Male,55-64,18,Month-to-month,Electronic check,43.58,789.6,DSL,0,Stayed,Not churned
CUST-01329,Male,35-44,26,Month-to-month,Bank transfer,59.47,1559.34,Fiber optic,1,Stayed,Not churned
CUST-01377,Female,35-44,17,Month-to-month,Electronic check,69.71,1134.43,DSL,0,Churned,Competitor offer
CUST-00225,Female,45-54,29,Month-to-month,Credit card,79.24,2312.0,Fiber optic,0,Stayed,Not churned
CUST-00600,Female,35-44,32,One year,Credit card,59.6,1920.23,DSL,0,Stayed,Not churned
CUST-00410,Female,25-34,12,Month-to-month,Bank transfer,38.6,520.13,None,2,Stayed,Not churned
CUST-00326,Male,35-44,19,One year,Credit card,101.56,1940.04,Fiber optic,2,Stayed,Not churned
CUST-00300,Female,18-24,51,Two year,Electronic check,49.0,2519.2,Fiber optic,1,Stayed,Not churned
CUST-00905,Female,45-54,58,Two year,Bank transfer,72.26,4181.27,Fiber optic,1,Stayed,Not churned
CUST-00931,Female,45-54,64,Two year,Bank transfer,70.16,4508.04,Fiber optic,0,Stayed,Not churned
CUST-01189,Female,35-44,10,One year,Credit card,54.87,558.81,DSL,0,Stayed,Not churned
CUST-01410,Male,25-34,59,One year,Credit card,57.37,3425.88,DSL,1,Stayed,Not churned
CUST-00967,Male,35-44,21,Month-to-month,Electronic check,50.92,1125.63,DSL,0,Churned,Price too high
CUST-01008,Male,35-44,23,Month-to-month,Credit card,76.55,1809.17,Fiber optic,0,Stayed,Not churned
CUST-00574,Male,55-64,46,Two year,Credit card,18.99,912.81,None,2,Stayed,Not churned
CUST-00504,Male,25-34,11,Month-to-month,Bank transfer,86.61,968.82,Fiber optic,0,Churned,Temporary need ended
CUST-00825,Male,55-64,19,Month-to-month,Credit card,73.28,1335.53,Fiber optic,0,Churned,Competitor offer
CUST-00004,Male,35-44,20,One year,Credit card,81.7,1643.74,DSL,1,Stayed,Not churned
CUST-00778,Male,35-44,36,One year,Bank transfer,54.82,1966.62,Fiber optic,1,Stayed,Not churned
CUST-00468,Male,35-44,41,One year,Electronic check,78.85,3236.98,Fiber optic,0,Stayed,Not churned
CUST-00322,Male,25-34,8,Month-to-month,Credit card,48.08,340.4,DSL,2,Stayed,Not churned
CUST-00006,Female,35-44,21,Two year,Credit card,25.91,573.29,None,1,Stayed,Not churned
CUST-00994,Male,35-44,19,Month-to-month,Credit card,66.24,1219.25,Fiber optic,1,Stayed,Not churned
CUST-00548,Male,45-54,23,Month-to-month,Bank transfer,59.83,1361.69,DSL,2,Churned,Price too high
CUST-00765,Female,45-54,18,Month-to-month,Mailed check,48.81,851.25,DSL,1,Churned,Price too high
CUST-00040,Female,35-44,7,Month-to-month,Credit card,41.55,265.74,DSL,0,Stayed,Not churned
CUST-00543,Female,35-44,31,Month-to-month,Credit card,18.99,602.4,None,0,Churned,Price too high
CUST-00243,Male,45-54,37,One year,Credit card,59.71,2189.84,DSL,2,Stayed,Not churned
CUST-00137,Male,35-44,31,One year,Credit card,45.44,1424.77,Fiber optic,0,Stayed,Not churned
CUST-01203,Female,25-34,17,Month-to-month,Bank transfer,67.72,1181.5,DSL,1,Stayed,Not churned
CUST-00616,Male,25-34,18,Month-to-month,Electronic check,52.06,913.97,DSL,1,Stayed,Not churned
CUST-01122,Male,55-64,6,Month-to-month,Mailed check,72.53,400.66,Fiber optic,0,Stayed,Not churned
CUST-01103,Male,45-54,58,One year,Credit card,37.64,2153.74,None,1,Stayed,Not churned
CUST-01486,Female,65+,65,One year,Credit card,50.74,3320.69,DSL,0,Stayed,Not churned
CUST-01385,Male,18-24,63,Two year,Bank transfer,52.68,3339.81,DSL,2,Stayed,Not churned
CUST-00582,Male,18-24,54,Two year,Credit card,18.99,1086.15,None,2,Stayed,Not churned
CUST-01495,Male,25-34,30,One year,Credit card,57.74,1749.71,DSL,1,Stayed,Not churned
CUST-00807,Male,18-24,15,Month-to-month,Bank transfer,51.44,,DSL,0,Stayed,Not churned
CUST-01408,Male,25-34,26,Month-to-month,Electronic check,18.99,493.92,None,0,Stayed,Not churned
CUST-00377,Male,45-54,39,One year,Bank transfer,79.17,3072.78,DSL,1,Stayed,Not churned
CUST-00315,Male,18-24,1,Month-to-month,Electronic check,82.65,93.83,Fiber optic,1,Churned,Competitor offer
CUST-00443,Female,45-54,20,Month-to-month,Electronic check,58.58,1176.13,DSL,0,Churned,Competitor offer
CUST-00320,Female,35-44,27,One year,Credit card,63.63,1773.76,Fiber optic,0,Stayed,Not churned
CUST-01151,Male,25-34,16,Month-to-month,Electronic check,44.52,710.07,DSL,0,Stayed,Not churned
CUST-00812,Male,55-64,9,Month-to-month,Electronic check,80.13,745.15,Fiber optic,1,Stayed,Not churned
CUST-01147,Male,65+,1,Month-to-month,Credit card,61.81,61.81,DSL,2,Churned,Competitor offer
CUST-00425,Female,45-54,39,Two year,Credit card,72.24,2866.41,Fiber optic,1,Stayed,Not churned
CUST-00554,Male,65+,7,Month-to-month,Credit card,94.13,629.65,Fiber optic,1,Stayed,Not churned
CUST-00595,Male,25-34,26,Month-to-month,Credit card,48.79,1314.83,DSL,0,Stayed,Not churned
CUST-01253,Female,25-34,33,Month-to-month,Credit card,88.39,2947.48,Fiber optic,1,Churned,Competitor offer
CUST-00671,Female,45-54,14,Month-to-month,Bank transfer,94.64,1293.02,Fiber optic,0,Stayed,Not churned
CUST-00788,Female,35-44,4,Month-to-month,Credit card,45.87,213.99,DSL,1,Churned,Temporary need ended
CUST-01235,Male,65+,19,Month-to-month,Electronic check,49.54,,Fiber optic,4,Churned,Poor customer support
CUST-00680,Male,35-44,3,Month-to-month,Mailed check,68.33,207.26,DSL,1,Churned,Temporary need ended
CUST-00228,Female,65+,20,Month-to-month,Electronic check,18.99,319.68,None,1,Churned,Competitor offer
CUST-01320,Female,35-44,11,Month-to-month,Bank transfer,29.57,388.91,None,1,Stayed,Not churned
CUST-00904,Male,25-34,21,Month-to-month,Credit card,51.67,1114.85,DSL,0,Churned,Price too high
CUST-01000,Female,35-44,6,Month-to-month,Electronic check,42.25,328.13,DSL,0,Stayed,Not churned
CUST-01179,Male,25-34,10,Month-to-month,Electronic check,87.76,830.83,Fiber optic,0,Churned,Price too high
CUST-00067,Female,45-54,9,Month-to-month,Credit card,28.63,,DSL,1,Stayed,Not churned
CUST-00394,Male,25-34,3,Month-to-month,Credit card,64.69,154.73,DSL,0,Churned,Price too high
CUST-00580,Female,45-54,24,Month-to-month,Bank transfer,47.28,1161.92,DSL,0,Stayed,Not churned
CUST-01010,Female,55-64,20,Month-to-month,Bank transfer,59.91,1243.9,Fiber optic,0,Churned,Competitor offer
CUST-00212,Male,18-24,44,One year,Bank transfer,59.7,2585.2,Fiber optic,0,Churned,Product dissatisfaction
CUST-01175,Male,55-64,28,Two year,Mailed check,60.65,1745.12,Fiber optic,2,Stayed,Not churned
CUST-00800,Male,35-44,45,One year,Credit card,52.49,2384.16,DSL,1,Stayed,Not churned
CUST-00537,Male,25-34,6,Month-to-month,Electronic check,63.94,403.78,DSL,0,Churned,Temporary need ended
CUST-00850,Male,18-24,35,Month-to-month,Electronic check,58.85,2060.89,Fiber optic,0,Churned,Competitor offer
CUST-00949,Male,18-24,9,Month-to-month,Bank transfer,32.93,164.86,None,0,Stayed,Not churned
CUST-00086,Female,25-34,10,One year,Mailed check,86.71,858.94,Fiber optic,1,Stayed,Not churned
CUST-01369,Female,25-34,48,Month-to-month,Electronic check,61.47,2980.24,Fiber optic,3,Stayed,Not churned
CUST-00273,Male,55-64,46,One year,Credit card,92.15,4240.53,Fiber optic,2,Stayed,Not churned
CUST-01133,Female,18-24,14,One year,Credit card,58.7,880.69,DSL,1,Churned,Competitor offer
CUST-00866,Male,18-24,4,Month-to-month,Mailed check,85.56,333.74,Fiber optic,0,Stayed,Not churned
CUST-01463,Female,35-44,17,Two year,Bank transfer,28.17,496.54,None,1,Stayed,Not churned
CUST-00631,Male,25-34,34,One year,Bank transfer,68.21,2339.96,Fiber optic,0,Stayed,Not churned
CUST-01383,Male,25-34,39,One year,Bank transfer,22.13,895.15,None,0,Stayed,Not churned
CUST-01419,Female,35-44,7,Month-to-month,Credit card,75.69,479.62,Fiber optic,1,Churned,Competitor offer
CUST-01281,Male,18-24,9,Month-to-month,Electronic check,37.88,362.94,DSL,0,Churned,Price too high
CUST-00274,Male,65+,1,Month-to-month,Electronic check,59.65,59.65,DSL,2,Stayed,Not churned
CUST-00758,Male,35-44,5,Month-to-month,Bank transfer,51.28,253.65,DSL,1,Stayed,Not churned
CUST-00363,Female,25-34,3,One year,Credit card,67.48,150.48,Fiber optic,0,Churned,Competitor offer
CUST-00623,Female,65+,13,Month-to-month,Credit card,40.9,,DSL,1,Stayed,Not churned
CUST-00003,Male,18-24,33,Month-to-month,Credit card,33.84,,None,0,Stayed,Not churned
CUST-00007,Female,35-44,26,Two year,Electronic check,37.88,1009.49,DSL,0,Stayed,Not churned
CUST-00312,Female,45-54,15,One year,Electronic check,41.6,645.24,DSL,1,Stayed,Not churned
CUST-00678,Female,45-54,7,Month-to-month,Credit card,83.9,555.24,Fiber optic,2,Stayed,Not churned
CUST-00666,Female,65+,19,Month-to-month,Mailed check,36.84,633.07,DSL,0,Churned,Competitor offer
CUST-00959,Female,35-44,22,Month-to-month,Mailed check,22.68,463.37,DSL,1,Churned,Temporary need ended
CUST-01498,Female,25-34,9,Month-to-month,Electronic check,38.42,346.33,DSL,0,Churned,Competitor offer
CUST-00216,Female,65+,1,Month-to-month,Credit card,46.68,46.68,DSL,4,Churned,Technical issues
CUST-01030,Male,65+,15,Month-to-month,Credit card,77.58,1165.49,Fiber optic,1,Stayed,Not churned
CUST-00028,Male,25-34,32,One year,Mailed check,83.66,2681.81,Fiber optic,0,Stayed,Not churned
CUST-01095,Female,25-34,14,Month-to-month,Bank transfer,69.26,965.69,Fiber optic,0,Stayed,Not churned
CUST-00900,Female,45-54,72,Two year,Electronic check,70.33,5090.27,Fiber optic,0,Stayed,Not churned
CUST-00692,Female,55-64,9,Month-to-month,Electronic check,73.63,674.37,Fiber optic,1,Churned,Temporary need ended
CUST-00639,Female,25-34,28,Month-to-month,Electronic check,74.76,2043.41,Fiber optic,1,Stayed,Not churned
CUST-00768,Male,45-54,5,Month-to-month,Bank transfer,71.76,342.02,Fiber optic,0,Stayed,Not churned
CUST-00846,Female,45-54,39,One year,Bank transfer,67.24,2615.83,Fiber optic,1,Stayed,Not churned
CUST-00625,Male,65+,29,Month-to-month,Mailed check,55.41,1606.64,DSL,0,Stayed,Not churned
CUST-00869,Male,35-44,29,One year,Electronic check,61.55,1762.12,DSL,0,Stayed,Not churned
CUST-00257,Male,65+,34,One year,Credit card,34.24,1199.92,DSL,0,Stayed,Not churned
CUST-00026,Male,25-34,31,Month-to-month,Bank transfer,69.9,2185.61,Fiber optic,3,Stayed,Not churned
CUST-00337,Male,25-34,27,Two year,Bank transfer,66.79,1856.96,Fiber optic,0,Stayed,Not churned
CUST-00573,Female,25-34,36,Two year,Bank transfer,68.55,2474.3,Fiber optic,0,Stayed,Not churned
CUST-00048,Male,35-44,8,Month-to-month,Electronic check,63.49,497.46,DSL,0,Churned,Price too high
CUST-00107,Female,18-24,2,One year,Electronic check,18.99,79.82,DSL,0,Churned,Product dissatisfaction
CUST-00350,Male,45-54,13,Month-to-month,Credit card,60.58,818.74,DSL,2,Stayed,Not churned
CUST-00056,Male,25-34,56,Two year,Bank transfer,37.64,2125.52,DSL,2,Stayed,Not churned
CUST-00827,Female,55-64,12,Month-to-month,Credit card,52.36,631.78,Fiber optic,0,Stayed,Not churned
CUST-00214,Female,35-44,44,One year,Electronic check,46.3,2022.69,Fiber optic,1,Stayed,Not churned
CUST-00121,Male,35-44,1,Month-to-month,Electronic check,92.18,106.55,Fiber optic,0,Churned,Price too high
CUST-00889,Female,45-54,13,One year,Bank transfer,70.03,928.08,Fiber optic,2,Stayed,Not churned
CUST-00985,Male,35-44,47,Two year,Electronic check,43.49,2070.67,DSL,0,Stayed,Not churned
CUST-00073,Female,45-54,13,Month-to-month,Credit card,85.68,1135.68,Fiber optic,1,Churned,Competitor offer
CUST-00837,Male,35-44,28,Two year,Bank transfer,64.18,1832.03,Fiber optic,4,Churned,Poor customer support
CUST-00875,Female,45-54,2,Month-to-month,Bank transfer,51.59,113.11,DSL,1,Stayed,Not churned
CUST-00046,Male,35-44,30,One year,Electronic check,59.64,1803.79,DSL,0,Churned,Product dissatisfaction
CUST-01346,Female,35-44,24,Month-to-month,Credit card,74.88,1801.8,Fiber optic,0,Churned,Temporary need ended
CUST-00524,Male,18-24,3,Month-to-month,Electronic check,91.88,325.58,Fiber optic,1,Churned,Price too high
CUST-00888,Female,45-54,16,One year,Mailed check,63.36,986.17,Fiber optic,0,Churned,Moved location
CUST-00809,Female,25-34,17,Month-to-month,Electronic check,32.55,550.5,Fiber optic,0,Stayed,Not churned
CUST-00883,Female,55-64,72,Two year,Credit card,59.55,4294.6,Fiber optic,2,Stayed,Not churned
CUST-00813,Female,35-44,27,Month-to-month,Mailed check,69.43,1867.36,Fiber optic,2,Churned,Temporary need ended
CUST-00534,Male,65+,22,Month-to-month,Bank transfer,85.93,1837.15,Fiber optic,3,Stayed,Not churned
CUST-01152,Male,35-44,4,Month-to-month,Electronic check,81.73,411.88,Fiber optic,2,Churned,Competitor offer
CUST-00604,Female,45-54,12,Month-to-month,Bank transfer,56.04,639.59,DSL,1,Stayed,Not churned
CUST-00466,Female,35-44,33,One year,Credit card,86.36,2845.97,Fiber optic,3,Stayed,Not churned
CUST-01162,Female,55-64,17,Month-to-month,Credit card,87.38,1475.17,Fiber optic,0,Churned,Temporary need ended
CUST-01297,Female,18-24,23,Month-to-month,Credit card,69.18,1617.22,Fiber optic,1,Stayed,Not churned
CUST-00821,Male,55-64,19,Month-to-month,Credit card,52.99,1023.38,DSL,3,Stayed,Not churned
CUST-00968,Female,18-24,14,Month-to-month,Electronic check,66.66,947.45,Fiber optic,0,Stayed,Not churned
CUST-00061,Female,35-44,19,Month-to-month,Electronic check,69.65,1349.31,Fiber optic,0,Stayed,Not churned
CUST-00906,Male,45-54,11,Month-to-month,Electronic check,86.13,946.1,Fiber optic,3,Churned,Competitor offer
CUST-00093,Male,25-34,4,Month-to-month,Bank transfer,59.82,274.14,Fiber optic,1,Churned,Competitor offer
CUST-00667,Female,45-54,72,Two year,Credit card,40.28,2818.15,Fiber optic,1,Stayed,Not churned
CUST-00721,Male,45-54,18,Month-to-month,Credit card,36.59,693.68,DSL,1,Stayed,Not churned
CUST-00195,Female,35-44,20,Month-to-month,,46.61,955.78,DSL,1,Churned,Competitor offer
CUST-00281,Male,18-24,8,Month-to-month,Credit card,33.12,228.12,DSL,2,Churned,Price too high
CUST-00696,Male,35-44,13,Month-to-month,Electronic check,57.67,654.42,DSL,0,Stayed,Not churned
CUST-00360,Male,45-54,31,One year,Electronic check,39.58,1260.14,DSL,2,Churned,Product dissatisfaction
CUST-00520,Female,45-54,14,Month-to-month,Electronic check,69.98,1000.53,Fiber optic,0,Stayed,Not churned
CUST-01126,Male,65+,8,One year,Electronic check,66.29,583.0,DSL,0,Stayed,Not churned
CUST-00786,Male,25-34,17,Month-to-month,Electronic check,33.61,509.95,None,0,Stayed,Not churned
CUST-00183,Male,45-54,1,Month-to-month,Mailed check,81.85,81.85,Fiber optic,0,Stayed,Not churned
CUST-01120,Female,25-34,38,One year,Credit card,48.55,1762.17,DSL,2,Stayed,Not churned
CUST-00111,Female,55-64,46,One year,Bank transfer,22.4,984.17,None,3,Stayed,Not churned
CUST-00043,Female,35-44,27,Month-to-month,Credit card,58.22,1509.9,Fiber optic,1,Stayed,Not churned
CUST-01439,Female,65+,64,Two year,Credit card,52.39,3328.71,Fiber optic,0,Stayed,Not churned
CUST-00205,Male,35-44,15,One year,Bank transfer,58.15,921.11,Fiber optic,2,Churned,Competitor offer
CUST-00840,Male,35-44,11,One year,Credit card,29.19,304.76,None,2,Stayed,Not churned
CUST-00053,Male,55-64,14,Month-to-month,Credit card,34.89,502.25,DSL,0,Stayed,Not churned
CUST-00546,Female,45-54,9,Month-to-month,Bank transfer,70.61,672.33,Fiber optic,1,Stayed,Not churned
CUST-01121,Male,45-54,42,Month-to-month,Credit card,24.42,1093.47,None,1,Churned,Competitor offer
CUST-00915,Male,35-44,26,Two year,Credit card,50.3,1321.11,Fiber optic,0,Stayed,Not churned
CUST-00943,Male,45-54,8,Month-to-month,Credit card,23.45,239.08,DSL,1,Stayed,Not churned
CUST-01369,Female,25-34,48,Month-to-month,Electronic check,61.47,2980.24,Fiber optic,3,Stayed,Not churned
CUST-00184,Male,55-64,5,Month-to-month,Credit card,18.99,115.53,None,1,Churned,Price too high
CUST-00138,Male,25-34,42,One year,Electronic check,23.03,930.02,None,1,Stayed,Not churned
CUST-01138,Female,45-54,16,Month-to-month,Electronic check,45.45,744.06,DSL,0,Stayed,Not churned
CUST-00081,Male,25-34,34,One year,Mailed check,89.42,3039.01,Fiber optic,2,Stayed,Not churned
CUST-01230,Female,35-44,2,Month-to-month,Mailed check,71.11,154.82,Fiber optic,2,Stayed,Not churned
CUST-00106,Female,35-44,8,Month-to-month,Electronic check,83.84,639.08,Fiber optic,1,Churned,Price too high
CUST-00542,Male,35-44,58,Two year,Bank transfer,40.26,2311.78,DSL,0,Stayed,Not churned
CUST-00755,Female,55-64,12,Month-to-month,Electronic check,85.55,996.51,Fiber optic,1,Churned,Competitor offer
CUST-00481,Male,25-34,26,Month-to-month,Mailed check,57.96,1529.19,DSL,0,Stayed,Not churned
CUST-00166,Male,55-64,44,Month-to-month,Electronic check,70.54,3062.04,DSL,0,Churned,Competitor offer
CUST-00249,Male,45-54,54,Two year,Bank transfer,49.81,2710.57,DSL,2,Churned,Competitor offer
CUST-00308,Female,25-34,26,Month-to-month,Mailed check,87.61,2302.14,Fiber optic,2,Stayed,Not churned
CUST-00447,Male,35-44,72,Two year,Electronic check,18.99,1372.14,None,0,Stayed,Not churned
CUST-01413,Female,45-54,24,One year,Electronic check,57.68,1366.64,Fiber optic,1,Stayed,Not churned
CUST-00335,Female,55-64,37,Two year,Bank transfer,83.38,3096.86,Fiber optic,1,Churned,Competitor offer
CUST-00098,Female,18-24,24,Month-to-month,Credit card,81.98,2001.05,DSL,2,Churned,Competitor offer
CUST-01464,Male,65+,21,Month-to-month,Electronic check,80.12,1693.77,Fiber optic,1,Stayed,Not churned
CUST-00738,Male,25-34,60,One year,Electronic check,80.4,4819.46,Fiber optic,1,Stayed,Not churned
CUST-00856,Female,25-34,17,Month-to-month,Bank transfer,56.66,929.42,Fiber optic,1,Churned,Competitor offer
CUST-00963,Female,45-54,2,Month-to-month,Credit card,18.99,91.47,None,0,Stayed,Not churned
CUST-00103,Female,25-34,72,Two year,Mailed check,65.82,4798.56,Fiber optic,1,Churned,Moved location
CUST-00435,Female,45-54,13,One year,Bank transfer,43.11,567.85,DSL,0,Stayed,Not churned
CUST-00075,Male,25-34,23,One year,Electronic check,61.8,1352.66,Fiber optic,1,Stayed,Not churned
CUST-01360,Male,25-34,1,Month-to-month,Bank transfer,18.99,23.81,None,2,Churned,Price too high
CUST-01263,Female,45-54,38,Month-to-month,Mailed check,73.8,2851.57,DSL,2,Stayed,Not churned
CUST-01379,Female,45-54,12,Month-to-month,Bank transfer,54.75,671.84,DSL,4,Churned,Poor customer support
CUST-00303,Male,35-44,15,One year,Mailed check,47.83,742.38,DSL,1,Stayed,Not churned
CUST-01313,Male,45-54,13,Month-to-month,Electronic check,68.83,916.03,Fiber optic,1,Churned,Competitor offer
CUST-01282,Male,55-64,11,One year,Bank transfer,79.8,910.93,Fiber optic,1,Stayed,Not churned
CUST-01241,Male,35-44,20,One year,Electronic check,46.25,895.18,DSL,2,Churned,Competitor offer
CUST-00763,Female,55-64,11,Month-to-month,Bank transfer,57.84,599.86,Fiber optic,1,Stayed,Not churned
CUST-00734,Male,55-64,16,Month-to-month,Bank transfer,62.66,1006.9,Fiber optic,0,Churned,Competitor offer
CUST-00389,Male,45-54,6,Month-to-month,Credit card,54.37,316.8,Fiber optic,1,Stayed,Not churned
CUST-00236,Male,55-64,23,Month-to-month,Credit card,50.59,1188.15,DSL,0,Stayed,Not churned
CUST-01264,Female,35-44,10,Month-to-month,Credit card,57.74,540.47,Fiber optic,1,Stayed,Not churned
CUST-00268,Male,35-44,11,One year,Credit card,74.62,855.31,Fiber optic,2,Stayed,Not churned
CUST-00306,Male,45-54,38,Month-to-month,Bank transfer,77.52,2974.11,Fiber optic,2,Churned,Temporary need ended
CUST-00808,Male,45-54,20,Month-to-month,Bank transfer,61.03,1223.96,Fiber optic,1,Churned,Price too high
CUST-00118,Female,45-54,17,Month-to-month,Electronic check,19.52,371.26,None,3,Stayed,Not churned
CUST-01229,Male,25-34,25,Month-to-month,Credit card,38.92,1015.91,None,2,Churned,Competitor offer
CUST-00674,Male,55-64,18,Month-to-month,Credit card,67.18,1179.61,Fiber optic,1,Churned,Competitor offer
CUST-00250,Male,25-34,26,One year,Electronic check,66.79,1760.05,Fiber optic,1,Stayed,Not churned
CUST-01107,Female,18-24,23,Two year,Electronic check,88.15,2023.85,Fiber optic,0,Stayed,Not churned
CUST-01092,Male,55-64,7,Month-to-month,Bank transfer,18.99,120.45,None,0,Churned,Temporary need ended
CUST-00072,Female,25-34,29,One year,Electronic check,68.46,1952.93,Fiber optic,1,Churned,Competitor offer
